"[all run data]","[step]","count sellers","exited-sellers","survival-rate","mean-cash","mean-debt","mean-buyer-budget","count offers","link-loss","mean-complexity","[step]","count sellers","exited-sellers","survival-rate","mean-cash","mean-debt","mean-buyer-budget","count offers","link-loss","mean-complexity","[step]","count sellers","exited-sellers","survival-rate","mean-cash","mean-debt","mean-buyer-budget","count offers","link-loss","mean-complexity","[step]","count sellers","exited-sellers","survival-rate","mean-cash","mean-debt","mean-buyer-budget","count offers","link-loss","mean-complexity","[step]","count sellers","exited-sellers","survival-rate","mean-cash","mean-debt","mean-buyer-budget","count offers","link-loss","mean-complexity","[step]","count sellers","exited-sellers","survival-rate","mean-cash","mean-debt","mean-buyer-budget","count offers","link-loss","mean-complexity","[step]","count sellers","exited-sellers","survival-rate","mean-cash","mean-debt","mean-buyer-budget","count offers","link-loss","mean-complexity"
,"282","20","0","1","1075.375","0","48.25","67","0","6.1","282","20","0","1","123.875","475","34.05","51","0","6.15","282","20","0","1","191","1825","49.75","75","0","6.3","282","7","13","0.35","-324.2857142857143","4285.714285714285","53.35","13","57","5.428571428571429","282","7","13","0.35","-992.8571428571429","6428.571428571428","38.85","22","33","6.714285714285714","282","4","16","0.2","-2225.625","8000","38.1","4","20","5.25","282","0","20","0","0","0","43.7","0","61","0"
,"283","20","0","1","1075.375","0","48.25","67","0","6.1","283","20","0","1","118.875","475","34.05","51","0","6.15","283","20","0","1","181","1825","49.75","75","0","6.3","283","7","13","0.35","-344.2857142857143","4285.714285714285","53.35","13","57","5.428571428571429","283","7","13","0.35","-1022.8571428571429","6428.571428571428","38.85","22","33","6.714285714285714","283","4","16","0.2","-2265.625","8000","38.1","4","20","5.25","283","0","20","0","0","0","43.7","0","61","0"
,"284","20","0","1","1075.375","0","48.25","67","0","6.1","284","20","0","1","113.875","475","34.05","54","0","6.2","284","20","0","1","171","1825","49.75","75","0","6.3","284","7","13","0.35","-364.2857142857143","4285.714285714285","53.35","13","57","5.428571428571429","284","7","13","0.35","-767.1428571428571","6714.285714285715","38.85","22","33","6.714285714285714","284","4","16","0.2","-2305.625","8000","38.1","4","20","5.25","284","0","20","0","0","0","43.7","0","61","0"
,"285","20","0","1","1075.375","0","48.25","67","0","6.1","285","20","0","1","108.875","475","34.05","54","0","6.2","285","20","0","1","161","1825","49.75","79","0","6.35","285","7","13","0.35","-384.2857142857143","4285.714285714285","53.35","13","57","5.428571428571429","285","7","13","0.35","-797.1428571428571","6714.285714285715","38.85","22","33","6.714285714285714","285","4","16","0.2","-2345.625","8000","38.1","4","20","5.25","285","0","20","0","0","0","43.7","0","61","0"
,"286","20","0","1","1075.375","0","48.25","67","0","6.1","286","20","0","1","103.875","475","34.05","54","0","6.2","286","20","0","1","151","1825","49.75","79","0","6.35","286","7","13","0.35","-332.85714285714283","4357.142857142857","53.35","13","57","5.428571428571429","286","7","13","0.35","-827.1428571428571","6714.285714285715","38.85","22","33","6.714285714285714","286","4","16","0.2","-2385.625","8000","38.1","4","20","5.25","286","0","20","0","0","0","43.7","0","61","0"
,"287","20","0","1","1075.375","0","48.25","67","0","6.1","287","20","0","1","98.875","475","34.05","54","0","6.2","287","20","0","1","141","1825","49.75","79","0","6.35","287","7","13","0.35","-352.85714285714283","4357.142857142857","53.35","13","57","5.428571428571429","287","7","13","0.35","-857.1428571428571","6714.285714285715","38.85","22","33","6.714285714285714","287","4","16","0.2","-2425.625","8000","38.1","4","20","5.25","287","0","20","0","0","0","43.7","0","61","0"
,"288","20","0","1","1075.375","0","48.25","67","0","6.1","288","20","0","1","93.875","475","34.05","54","0","6.2","288","20","0","1","156","1850","49.75","79","0","6.35","288","7","13","0.35","-372.85714285714283","4357.142857142857","53.35","13","57","5.428571428571429","288","7","13","0.35","-815.7142857142857","6785.714285714285","38.85","22","33","6.714285714285714","288","4","16","0.2","-2215.625","8250","38.1","4","20","5.25","288","0","20","0","0","0","43.7","0","61","0"
,"289","20","0","1","1075.375","0","48.25","72","0","6.15","289","20","0","1","88.875","475","34.05","54","0","6.25","289","20","0","1","146","1850","49.75","79","0","6.35","289","7","13","0.35","-392.85714285714283","4357.142857142857","53.35","13","57","5.428571428571429","289","6","14","0.3","-983.3333333333334","6666.666666666667","38.85","17","38","6.5","289","4","16","0.2","-2255.625","8250","38.1","4","20","5.25","289","0","20","0","0","0","43.7","0","61","0"
,"290","20","0","1","1075.375","0","48.25","73","0","6.2","290","20","0","1","83.875","475","34.05","54","0","6.25","290","20","0","1","136","1850","49.75","79","0","6.35","290","7","13","0.35","-412.85714285714283","4357.142857142857","53.35","13","57","5.428571428571429","290","6","14","0.3","-1013.3333333333334","6666.666666666667","38.85","17","38","6.5","290","4","16","0.2","-2295.625","8250","38.1","4","20","5.25","290","0","20","0","0","0","43.7","0","61","0"
,"291","20","0","1","1075.375","0","48.25","73","0","6.2","291","20","0","1","78.875","475","34.05","54","0","6.25","291","20","0","1","126","1850","49.75","79","0","6.35","291","7","13","0.35","-432.85714285714283","4357.142857142857","53.35","13","57","5.428571428571429","291","6","14","0.3","-1043.3333333333333","6666.666666666667","38.85","17","38","6.5","291","4","16","0.2","-2335.625","8250","38.1","4","20","5.25","291","0","20","0","0","0","43.7","0","61","0"
,"292","20","0","1","1075.375","0","48.25","73","0","6.2","292","20","0","1","73.875","475","34.05","54","0","6.25","292","20","0","1","116","1850","49.75","79","0","6.35","292","7","13","0.35","-452.85714285714283","4357.142857142857","53.35","13","57","5.428571428571429","292","6","14","0.3","-1073.3333333333333","6666.666666666667","38.85","17","38","6.5","292","4","16","0.2","-2375.625","8250","38.1","4","20","5.25","292","0","20","0","0","0","43.7","0","61","0"
,"293","20","0","1","1075.375","0","48.25","73","0","6.2","293","20","0","1","68.875","475","34.05","54","0","6.25","293","20","0","1","131","1875","49.75","79","0","6.35","293","7","13","0.35","-472.85714285714283","4357.142857142857","53.35","13","57","5.428571428571429","293","6","14","0.3","-1103.3333333333333","6666.666666666667","38.85","17","38","6.5","293","4","16","0.2","-2290.625","8375","38.1","4","20","5.25","293","0","20","0","0","0","43.7","0","61","0"
,"294","20","0","1","1075.375","0","48.25","73","0","6.2","294","20","0","1","63.875","475","34.05","54","0","6.25","294","20","0","1","121","1875","49.75","79","0","6.35","294","7","13","0.35","-492.85714285714283","4357.142857142857","53.35","13","57","5.428571428571429","294","6","14","0.3","-1133.3333333333333","6666.666666666667","38.85","17","38","6.5","294","4","16","0.2","-2330.625","8375","38.1","4","20","5.25","294","0","20","0","0","0","43.7","0","61","0"
,"295","20","0","1","1075.375","0","48.25","73","0","6.2","295","20","0","1","58.875","475","34.05","54","0","6.25","295","20","0","1","111","1875","49.75","79","0","6.35","295","7","13","0.35","-512.8571428571429","4357.142857142857","53.35","13","57","5.428571428571429","295","6","14","0.3","-1163.3333333333333","6666.666666666667","38.85","17","38","6.5","295","4","16","0.2","-2370.625","8375","38.1","4","20","5.25","295","0","20","0","0","0","43.7","0","61","0"
,"296","20","0","1","1075.375","0","48.25","73","0","6.2","296","20","0","1","53.875","475","34.05","54","0","6.25","296","20","0","1","101","1875","49.75","79","0","6.35","296","7","13","0.35","-532.8571428571429","4357.142857142857","53.35","13","57","5.428571428571429","296","6","14","0.3","-1193.3333333333333","6666.666666666667","38.85","17","38","6.5","296","4","16","0.2","-2410.625","8375","38.1","4","20","5.25","296","0","20","0","0","0","43.7","0","61","0"
,"297","20","0","1","1075.375","0","48.25","73","0","6.2","297","20","0","1","48.875","475","34.05","54","0","6.25","297","20","0","1","91","1875","49.75","79","0","6.35","297","7","13","0.35","-552.8571428571429","4357.142857142857","53.35","13","57","5.428571428571429","297","6","14","0.3","-1223.3333333333333","6666.666666666667","38.85","17","38","6.5","297","4","16","0.2","-2450.625","8375","38.1","4","20","5.25","297","0","20","0","0","0","43.7","0","61","0"
,"298","20","0","1","1075.375","0","48.25","73","0","6.2","298","20","0","1","43.875","475","34.05","54","0","6.25","298","20","0","1","81","1875","49.75","79","0","6.35","298","7","13","0.35","-572.8571428571429","4357.142857142857","53.35","16","57","5.571428571428571","298","6","14","0.3","-1253.3333333333333","6666.666666666667","38.85","17","38","6.5","298","4","16","0.2","-2490.625","8375","38.1","4","20","5.25","298","0","20","0","0","0","43.7","0","61","0"
,"299","20","0","1","1075.375","0","48.25","73","0","6.2","299","20","0","1","38.875","475","34.05","54","0","6.25","299","20","0","1","71","1875","49.75","79","0","6.35","299","7","13","0.35","-592.8571428571429","4357.142857142857","53.35","16","57","5.571428571428571","299","6","14","0.3","-1283.3333333333333","6666.666666666667","38.85","17","38","6.5","299","4","16","0.2","-2530.625","8375","38.1","4","20","5.25","299","0","20","0","0","0","43.7","0","61","0"
,"300","20","0","1","1075.375","0","48.25","73","0","6.2","300","20","0","1","33.875","475","34.05","54","0","6.25","300","20","0","1","61","1875","49.75","79","0","6.4","300","7","13","0.35","-612.8571428571429","4357.142857142857","53.35","16","57","5.571428571428571","300","6","14","0.3","-1313.3333333333333","6666.666666666667","38.85","17","38","6.5","300","4","16","0.2","-2570.625","8375","38.1","4","20","5.25","300","0","20","0","0","0","43.7","0","61","0"
,"301","20","0","1","1075.375","0","48.25","73","0","6.2","301","20","0","1","178.875","625","34.05","54","0","6.25","301","20","0","1","176","2000","49.75","79","0","6.4","301","7","13","0.35","-275.7142857142857","4714.285714285715","53.35","16","57","5.571428571428571","301","5","15","0.25","-1306","6700","38.85","12","43","6.2","301","4","16","0.2","-2360.625","8625","38.1","4","20","5.25","301","0","20","0","0","0","43.7","0","61","0"
,"302","20","0","1","1075.375","0","48.25","73","0","6.2","302","20","0","1","198.875","650","34.05","54","0","6.25","302","20","0","1","216","2050","49.75","79","0","6.4","302","7","13","0.35","-295.7142857142857","4714.285714285715","53.35","16","57","5.571428571428571","302","5","15","0.25","-1336","6700","38.85","12","43","6.2","302","4","16","0.2","-2400.625","8625","38.1","4","20","5.25","302","0","20","0","0","0","43.7","0","61","0"
,"303","20","0","1","1075.375","0","48.25","73","0","6.2","303","20","0","1","218.875","675","34.05","54","0","6.25","303","20","0","1","256","2100","49.75","79","0","6.4","303","7","13","0.35","-315.7142857142857","4714.285714285715","53.35","16","57","5.571428571428571","303","5","15","0.25","-1366","6700","38.85","12","43","6.2","303","4","16","0.2","-2440.625","8625","38.1","4","20","5.25","303","0","20","0","0","0","43.7","0","61","0"
,"304","20","0","1","1075.375","0","48.25","74","0","6.25","304","20","0","1","213.875","675","34.05","54","0","6.25","304","20","0","1","296","2150","49.75","79","0","6.4","304","7","13","0.35","-335.7142857142857","4714.285714285715","53.35","16","57","5.571428571428571","304","5","15","0.25","-1396","6700","38.85","12","43","6.2","304","4","16","0.2","-2480.625","8625","38.1","4","20","5.25","304","0","20","0","0","0","43.7","0","61","0"
,"305","20","0","1","1075.375","0","48.25","74","0","6.25","305","20","0","1","208.875","675","34.05","54","0","6.3","305","20","0","1","286","2150","49.75","79","0","6.4","305","7","13","0.35","-355.7142857142857","4714.285714285715","53.35","16","57","5.571428571428571","305","5","15","0.25","-1326","6800","38.85","12","43","6.2","305","4","16","0.2","-2520.625","8625","38.1","4","20","5.25","305","0","20","0","0","0","43.7","0","61","0"
,"306","20","0","1","1075.375","0","48.25","74","0","6.25","306","20","0","1","203.875","675","34.05","54","0","6.3","306","20","0","1","276","2150","49.75","79","0","6.4","306","7","13","0.35","-375.7142857142857","4714.285714285715","53.35","19","57","5.714285714285714","306","5","15","0.25","-1356","6800","38.85","12","43","6.2","306","4","16","0.2","-2435.625","8750","38.1","4","20","5.5","306","0","20","0","0","0","43.7","0","61","0"
,"307","20","0","1","1075.375","0","48.25","74","0","6.25","307","20","0","1","223.875","700","34.05","54","0","6.3","307","20","0","1","266","2150","49.75","79","0","6.4","307","7","13","0.35","-395.7142857142857","4714.285714285715","53.35","19","57","5.714285714285714","307","5","15","0.25","-1386","6800","38.85","12","43","6.2","307","4","16","0.2","-2475.625","8750","38.1","4","20","5.5","307","0","20","0","0","0","43.7","0","61","0"
,"308","20","0","1","1075.375","0","48.25","74","0","6.25","308","20","0","1","243.875","725","34.05","54","0","6.3","308","20","0","1","256","2150","49.75","79","0","6.4","308","7","13","0.35","-415.7142857142857","4714.285714285715","53.35","19","57","5.714285714285714","308","5","15","0.25","-1416","6800","38.85","12","43","6.2","308","4","16","0.2","-2515.625","8750","38.1","4","20","5.5","308","0","20","0","0","0","43.7","0","61","0"
,"309","20","0","1","1075.375","0","48.25","74","0","6.25","309","20","0","1","238.875","725","34.05","54","0","6.3","309","20","0","1","246","2150","49.75","79","0","6.4","309","7","13","0.35","-435.7142857142857","4714.285714285715","53.35","19","57","5.714285714285714","309","5","15","0.25","-1446","6800","38.85","12","43","6.2","309","4","16","0.2","-2555.625","8750","38.1","4","20","5.5","309","0","20","0","0","0","43.7","0","61","0"
,"310","20","0","1","1075.375","0","48.25","74","0","6.25","310","20","0","1","233.875","725","34.05","54","0","6.3","310","20","0","1","261","2175","49.75","79","0","6.4","310","7","13","0.35","-455.7142857142857","4714.285714285715","53.35","19","57","5.714285714285714","310","5","15","0.25","-1476","6800","38.85","12","43","6.2","310","4","16","0.2","-2595.625","8750","38.1","4","20","5.5","310","0","20","0","0","0","43.7","0","61","0"
,"311","20","0","1","1075.375","0","48.25","74","0","6.25","311","20","0","1","228.875","725","34.05","54","0","6.3","311","20","0","1","251","2175","49.75","79","0","6.4","311","7","13","0.35","-404.2857142857143","4785.714285714285","53.35","19","57","5.714285714285714","311","5","15","0.25","-1506","6800","38.85","12","43","6.2","311","4","16","0.2","-2635.625","8750","38.1","4","20","5.5","311","0","20","0","0","0","43.7","0","61","0"
,"312","20","0","1","1075.375","0","48.25","74","0","6.25","312","20","0","1","223.875","725","34.05","54","0","6.3","312","20","0","1","241","2175","49.75","79","0","6.4","312","7","13","0.35","-424.2857142857143","4785.714285714285","53.35","19","57","5.714285714285714","312","5","15","0.25","-1536","6800","38.85","12","43","6.2","312","4","16","0.2","-2675.625","8750","38.1","4","20","5.5","312","0","20","0","0","0","43.7","0","61","0"
,"313","20","0","1","1075.375","0","48.25","74","0","6.35","313","20","0","1","268.875","775","34.05","54","0","6.3","313","20","0","1","256","2200","49.75","79","0","6.4","313","7","13","0.35","-444.2857142857143","4785.714285714285","53.35","19","57","5.714285714285714","313","5","15","0.25","-1566","6800","38.85","12","43","6.2","313","4","16","0.2","-2465.625","9000","38.1","4","20","5.5","313","0","20","0","0","0","43.7","0","61","0"
,"314","20","0","1","1075.375","0","48.25","74","0","6.35","314","20","0","1","263.875","775","34.05","54","0","6.3","314","20","0","1","246","2200","49.75","79","0","6.4","314","7","13","0.35","-464.2857142857143","4785.714285714285","53.35","19","57","5.714285714285714","314","5","15","0.25","-1596","6800","38.85","12","43","6.2","314","4","16","0.2","-2505.625","9000","38.1","4","20","5.5","314","0","20","0","0","0","43.7","0","61","0"
,"315","20","0","1","1075.375","0","48.25","74","0","6.35","315","20","0","1","258.875","775","34.05","54","0","6.3","315","20","0","1","261","2225","49.75","79","0","6.4","315","7","13","0.35","-484.2857142857143","4785.714285714285","53.35","19","57","5.714285714285714","315","5","15","0.25","-1626","6800","38.85","12","43","6.2","315","4","16","0.2","-2545.625","9000","38.1","4","20","5.5","315","0","20","0","0","0","43.7","0","61","0"
,"316","20","0","1","1075.375","0","48.25","74","0","6.35","316","20","0","1","253.875","775","34.05","54","0","6.3","316","20","0","1","251","2225","49.75","79","0","6.45","316","7","13","0.35","-504.2857142857143","4785.714285714285","53.35","19","57","5.714285714285714","316","5","15","0.25","-1656","6800","38.85","12","43","6.2","316","4","16","0.2","-2585.625","9000","38.1","4","20","5.5","316","0","20","0","0","0","43.7","0","61","0"
